order,family,genus,sp,locality,authority,collector,coll,Wood Density g/ml
Ericales,Clethraceae,Clethra,alnifolia,,L.,Olson,5045,0.48
Ericales,Clethraceae,Clethra,alnifolia,,L.,Olson,5046,0.51
Ericales,Clethraceae,Clethra,alnifolia,,L.,Olson,5047,0.5
Asterales,Asteraceae,Ericameria,arborescens,,(A. Gray) Greene,M?ndez-Alonzo,46,0.55
Asterales,Asteraceae,Ericameria,arborescens,,(A. Gray) Greene,M?ndez-Alonzo,47,0.63
Asterales,Asteraceae,Ericameria,arborescens,,(A. Gray) Greene,M?ndez-Alonzo,48,0.61
Caryophyllales,Achatocarpaceae,Achatocarpus,gracilis,,H.Walter,Olson,2735,0.71
Caryophyllales,Achatocarpaceae,Achatocarpus,gracilis,,H.Walter,Olson,2736,0.65
Caryophyllales,Achatocarpaceae,Achatocarpus,gracilis,,H.Walter,Olson,2737,0.73
Asterales,Asteraceae,Cassinia,affcunninghamii,,DC. ,Rosell,1,0.75
Asterales,Asteraceae,Cassinia,affcunninghamii,,DC. ,Rosell,3,0.75
Asterales,Asteraceae,Cassinia,affcunninghamii,,DC. ,Rosell,4,0.77
Lamiales,Plantaginaceae,Keckiella,ternata,,(Torr. ex. A. Gray)Straw,M?ndez-Alonzo,61,0.4
Lamiales,Plantaginaceae,Keckiella,ternata,,(Torr. ex. A. Gray)Straw,M?ndez-Alonzo,62,0.46
Lamiales,Plantaginaceae,Keckiella,ternata,,(Torr. ex. A. Gray)Straw,M?ndez-Alonzo,63,0.63
Ericales,Ericaceae,Daboecia,cantabrica,,(Huds.) K.Koch,Camarero,Dca3,0.6
Rosales,Ulmaceae,Ulmus,glabra,,Huds.,Camarero,Ugl1,0.52
Rosales,Ulmaceae,Ulmus,glabra,,Huds.,Camarero,Ugl2,0.54
Rosales,Ulmaceae,Ulmus,glabra,,Huds.,Camarero,Ugl3,0.48
Fabales,Fabaceae,Cercidium,peninsulare,,Rose,Olson,3076,0.62
Fabales,Fabaceae,Cercidium,peninsulare,,Rose,Olson,3077,0.63
Fabales,Fabaceae,Cercidium,peninsulare,,Rose,Olson,3078,0.62
Malpighiales,Euphorbiaceae,Jatropha,standleyi,,Steyerm.,Olson,1619,0.27
Malpighiales,Euphorbiaceae,Jatropha,standleyi,,Steyerm.,Olson,1620,0.23
Malpighiales,Euphorbiaceae,Jatropha,standleyi,,Steyerm.,Olson,1621,0.28
Oxalidales,Cunoniaceae,Schizomeria,ovata,,D. Don,Olson,1780,0.44
Oxalidales,Cunoniaceae,Schizomeria,ovata,,D. Don,Olson,1781,0.45
Caryophyllales,Phytolaccaceae,Trichostigma,octandrum,,(L.) H.Walter,Olson,4043,0.37
Asterales,Asteraceae,Ericameria,teretifolia,,(Durand & Hilg.) Jeps. ,Olson,2656,0.66
Asterales,Asteraceae,Ericameria,teretifolia,,(Durand & Hilg.) Jeps. ,Olson,2657,0.6
Asterales,Asteraceae,Ericameria,teretifolia,,(Durand & Hilg.) Jeps. ,Olson,2658,0.6
Asterales,Asteraceae,Hieracium,hieronymi,,Zahn,Camarero,23.1,0.48
Asterales,Asteraceae,Hieracium,hieronymi,,Zahn,Camarero,23.2,0.43
Asterales,Asteraceae,Hieracium,hieronymi,,Zahn,Camarero,23.3,0.35
Ericales,Ericaceae,Gaultheria,hispida,,R. Br. ,Olson,2287,0.52
Ericales,Ericaceae,Gaultheria,hispida,,R. Br. ,Olson,2288,0.5
Ericales,Ericaceae,Gaultheria,hispida,,R. Br. ,Olson,2289,0.47
Malpighiales,Malpighiaceae,Byrsonima,coccolobifolia,,Kunth.,Olson,4600,0.45
Malpighiales,Malpighiaceae,Byrsonima,coccolobifolia,,Kunth.,Olson,4601,0.42
Malpighiales,Malpighiaceae,Byrsonima,coccolobifolia,,Kunth.,Olson,4602,0.5
Fabales,Fabaceae,Acacia,latescens,,Benth. ,Rosell,3,0.59
Fabales,Fabaceae,Acacia,latescens,,Benth. ,Rosell,4,0.57
Fabales,Fabaceae,Acacia,latescens,,Benth. ,Rosell,5,0.61
Celastrales,Celastraceae,Peritassa,campestris,,(Cambess.) A.C.Sm.,Olson,4641,0.51
Celastrales,Celastraceae,Peritassa,campestris,,(Cambess.) A.C.Sm.,Olson,4645,0.58
Celastrales,Celastraceae,Peritassa,campestris,,(Cambess.) A.C.Sm.,Olson,4647,0.55
Oxalidales,Cunoniaceae,Pancheria,hirsuta,,Vieill. ex Pamp.,Castorena,286,0.76
Oxalidales,Cunoniaceae,Pancheria,hirsuta,,Vieill. ex Pamp.,Castorena,287,0.76
Oxalidales,Cunoniaceae,Pancheria,hirsuta,,Vieill. ex Pamp.,Castorena,288,0.7
Malvales,Thymelaeaceae,Daphne,laureola,alp,L. ,Camarero,DlaAlp1,0.31
Malvales,Thymelaeaceae,Daphne,laureola,alp,L. ,Camarero,DlaAlp2,0.27
Malvales,Thymelaeaceae,Daphne,laureola,alp,L. ,Camarero,DlaAlp3,0.36
Gentianales,Apocynaceae,Vallesia,glabra,,(Cav.) Link,Olson,3030,0.59
Gentianales,Apocynaceae,Vallesia,glabra,,(Cav.) Link,Olson,3031,0.59
Gentianales,Apocynaceae,Vallesia,glabra,,(Cav.) Link,Olson,3032,0.58
Ericales,Ericaceae,Trochocarpa,laurina,,(Rudge)R. Br. ,Olson,2406,0.6
Ericales,Ericaceae,Trochocarpa,laurina,,(Rudge)R. Br. ,Olson,2407,0.59
Ericales,Ericaceae,Trochocarpa,laurina,,(Rudge)R. Br. ,Olson,2408,0.56
Solanales,Solanaceae,Athenaea,pogogena,,(Moric.) Sendtn.,Olson,4642,0.59
Solanales,Solanaceae,Athenaea,pogogena,,(Moric.) Sendtn.,Olson,4643,0.61
Solanales,Solanaceae,Athenaea,pogogena,,(Moric.) Sendtn.,Olson,4644,0.58
Chloranthales,Chloranthaceae,Hedyosmum,mexicanum,,C. Cordem.,Olson,1438,0.39
Proteales,Proteaceae,Stenocarpus,umbellifer,,(Forster & Forster) Druce,Castorena,307,0.71
Proteales,Proteaceae,Stenocarpus,umbellifer,,(Forster & Forster) Druce,Castorena,308,0.68
Proteales,Proteaceae,Stenocarpus,umbellifer,,(Forster & Forster) Druce,Castorena,309,0.67
Ericales,Ericaceae,Vaccinium,corymbosum,,L.,Olson,5110,0.61
Ericales,Ericaceae,Vaccinium,corymbosum,,L.,Olson,5111,0.55
Ericales,Ericaceae,Vaccinium,corymbosum,,L.,Olson,5112,0.58
Fagales,Casuarinaceae,Allocasuarina,torulosa,,(Aiton) L.A.S. Johnson,Rosell,3,0.65
Fagales,Casuarinaceae,Allocasuarina,torulosa,,(Aiton) L.A.S. Johnson,Rosell,4,0.69
Fagales,Casuarinaceae,Allocasuarina,torulosa,,(Aiton) L.A.S. Johnson,Rosell,5,0.68
Apiales,Pittosporaceae,Citriobatus,pauciflorus,,A. Cunn. ex Benth. ,Olson,2383,0.71
Apiales,Pittosporaceae,Citriobatus,pauciflorus,,A. Cunn. ex Benth. ,Olson,2384,0.72
Apiales,Pittosporaceae,Citriobatus,pauciflorus,,A. Cunn. ex Benth. ,Olson,2385,0.67
Laurales,Lauraceae,Cryptocarya,gracilis,,Schltr.,Trueba,415,0.5
Ericales,Styracaceae,Styrax,argenteus,,C.Presl,Olson,4075,0.48
Rosales,Rosaceae,Rubus,idaeus,alp,L.,Camarero,RidAlp1,0.22
Rosales,Rosaceae,Rubus,idaeus,alp,L.,Camarero,RidAlp2,0.28
Rosales,Rosaceae,Rubus,idaeus,alp,L.,Camarero,RidAlp3,0.31
Malpighiales,Caryocaraceae,Caryocar,brasiliense,,A. St.-Hil.,Olson,4631,0.42
Malpighiales,Caryocaraceae,Caryocar,brasiliense,,A. St.-Hil.,Olson,4632,0.47
Malpighiales,Caryocaraceae,Caryocar,brasiliense,,A. St.-Hil.,Olson,4633,0.5
Metteneusiales,Metteneusiaceae,Calatola,costaricensis,,Standl.,Olson,1414,0.55
Metteneusiales,Metteneusiaceae,Calatola,costaricensis,,Standl.,Olson,1415,0.54
Metteneusiales,Metteneusiaceae,Calatola,costaricensis,,Standl.,Olson,1416,0.6
Rosales,Rosaceae,Adenostoma,fasciculatum,SPM,Hook. & Arn.,M?ndez-Alonzo,67,0.67
Rosales,Rosaceae,Adenostoma,fasciculatum,SPM,Hook. & Arn.,M?ndez-Alonzo,68,0.71
Rosales,Rosaceae,Adenostoma,fasciculatum,SPM,Hook. & Arn.,M?ndez-Alonzo,69,0.72
Sapindales,Anacardiaceae,Cyrtocarpa,edulis,,(Brandegee) Standl.,Olson,2954,0.39
Sapindales,Anacardiaceae,Cyrtocarpa,edulis,,(Brandegee) Standl.,Olson,2975,0.25
Sapindales,Anacardiaceae,Cyrtocarpa,edulis,,(Brandegee) Standl.,Olson,2982,0.34
Caryophyllales,Talinaceae,Talinum,paniculatum,,(Jacq.)Gaertn.,Olson,1584,0.67
Caryophyllales,Talinaceae,Talinum,paniculatum,,(Jacq.)Gaertn.,Olson,1585,0.67
Caryophyllales,Talinaceae,Talinum,paniculatum,,(Jacq.)Gaertn.,Olson,1586,0.71
Ericales,Ericaceae,Disterigma,alaternoides,,(Kunth.) Nied.,Camarero,7.1,0.53
Ericales,Ericaceae,Disterigma,alaternoides,,(Kunth.) Nied.,Camarero,7.3,0.61
AsteridsI,Boraginaceae,Cordia,alliodora,,(Ruiz et Pav.) Oken,Olson,1517,0.6
AsteridsI,Boraginaceae,Cordia,alliodora,,(Ruiz et Pav.) Oken,Olson,1518,0.6
AsteridsI,Boraginaceae,Cordia,alliodora,,(Ruiz et Pav.) Oken,Olson,1558,0.5
Gentianales,Apocynaceae,Aspidosperma,pyrifolium,,Mart.,Olson,4742,0.58
Gentianales,Apocynaceae,Aspidosperma,pyrifolium,,Mart.,Olson,4743,0.61
Gentianales,Apocynaceae,Aspidosperma,pyrifolium,,Mart.,Olson,4744,0.63
Sapindales,Rutaceae,Boronia,pinnata,,Sm.,Olson,2132,0.58
Sapindales,Rutaceae,Boronia,pinnata,,Sm.,Olson,2133,0.53
Sapindales,Rutaceae,Boronia,pinnata,,Sm.,Olson,2134,0.53
Oxalidales,Cunoniaceae,Callicoma,serratifolia,,Andrews,Olson,1712,0.45
Oxalidales,Cunoniaceae,Callicoma,serratifolia,,Andrews,Olson,1746,0.4
Oxalidales,Cunoniaceae,Callicoma,serratifolia,,Andrews,Olson,2412,0.37
Rosales,Rosaceae,Adenostoma,fasciculatum,SR,Hook. & Arn.,Olson,4372,0.73
Rosales,Rosaceae,Adenostoma,fasciculatum,SR,Hook. & Arn.,Olson,4373,0.73
Rosales,Rosaceae,Adenostoma,fasciculatum,SR,Hook. & Arn.,Olson,4374,0.71
Ericales,Ericaceae,Arctostaphylos,peninsularis,,P. V. Wells,M?ndez-Alonzo,52,0.58
Ericales,Ericaceae,Arctostaphylos,peninsularis,,P. V. Wells,M?ndez-Alonzo,53,0.62
Ericales,Ericaceae,Arctostaphylos,peninsularis,,P. V. Wells,M?ndez-Alonzo,54,0.63
Fabales,Fabaceae,Dussia,mexicana,,(Standl.) Harms,Olson,4062,0.39
Asterales,Asteraceae,Chiliotrichum,diffusum,,(G. Forst) Kuntze,Fajardo,P.Cd 1,0.69
Asterales,Asteraceae,Chiliotrichum,diffusum,,(G. Forst) Kuntze,Fajardo,P.Cd 2,0.63
Asterales,Asteraceae,Chiliotrichum,diffusum,,(G. Forst) Kuntze,Fajardo,P.Cd 3,0.67
Ericales,Ericaceae,Trochocarpa,cunninghamii,,(DC.)W. M. Curtis,Olson,2311,0.62
Ericales,Ericaceae,Trochocarpa,cunninghamii,,(DC.)W. M. Curtis,Olson,2312,0.61
Ericales,Ericaceae,Trochocarpa,cunninghamii,,(DC.)W. M. Curtis,Olson,2313,0.48
Myrtales,Vochysiaceae,Callisthene,minor,,Mart.,Olson,4778,0.7
Myrtales,Vochysiaceae,Callisthene,minor,,Mart.,Olson,4779,0.67
Myrtales,Vochysiaceae,Callisthene,minor,,Mart.,Olson,4780,0.76
Asterales,Asteraceae,Brickellia,californica,,(Torr. & A. Gray) A. Gray,Olson,4333,0.48
Asterales,Asteraceae,Brickellia,californica,,(Torr. & A. Gray) A. Gray,Olson,4334,0.47
Asterales,Asteraceae,Brickellia,californica,,(Torr. & A. Gray) A. Gray,Olson,4335,0.44
Malvales,Malvaceae,Helicteres,sp,,,Olson,4799,0.77
Malvales,Malvaceae,Helicteres,sp,,,Olson,4800,0.8
Malvales,Malvaceae,Helicteres,sp,,,Olson,4801,0.77
Brassicales,Resedaceae,Forchhammeria,pallida,,Liebm.,Olson,1479,0.65
Fagales,Betulaceae,Corylus,avellana,,L.,Camarero,Cav1,0.47
Fagales,Betulaceae,Corylus,avellana,,L.,Camarero,Cav2,0.51
Fagales,Betulaceae,Corylus,avellana,,L.,Camarero,Cav3,0.53
Caryophyllales,Amaranthaceae,Celosia,monosperma,,(Rose) Standl.,Olson,1473,0.5
Caryophyllales,Amaranthaceae,Celosia,monosperma,,(Rose) Standl.,Olson,1474,0.5
Caryophyllales,Amaranthaceae,Celosia,monosperma,,(Rose) Standl.,Olson,1475,0.5
Caryophyllales,Amaranthaceae,Celosia,monosperma,,(Rose) Standl.,Olson,2861,0.49
Ericales,Symplocaceae,Symplocos,celastrifolia,,Griff. ex C. B. Clarke,Olson,4670,0.5
Fagales,Myricaceae,Morella,sp,,,Camarero,8.1,0.56
Fagales,Myricaceae,Morella,sp,,,Camarero,8.2,0.49
Fagales,Myricaceae,Morella,sp,,,Camarero,8.3,0.5
Crossosomatales,Staphyleaceae,Turpinia,occidentalis,,(Sw.) G.Don,Olson,4052,0.44
Crossosomatales,Staphyleaceae,Turpinia,occidentalis,,(Sw.) G.Don,Olson,4053,0.37
Crossosomatales,Staphyleaceae,Turpinia,occidentalis,,(Sw.) G.Don,Olson,4054,0.4
Oxalidales,Cunoniaceae,Ceratopetalum,apetalum,,D. Don. ,Olson,2470,0.43
Oxalidales,Cunoniaceae,Ceratopetalum,apetalum,,D. Don. ,Olson,2475,0.45
Caryophyllales,Cactaceae,Stenocereus,chrysocarpus,,S?nchez-Mej.,Olson,1562,0.48
Caryophyllales,Cactaceae,Stenocereus,chrysocarpus,,S?nchez-Mej.,Olson,2799,0.34
Caryophyllales,Cactaceae,Stenocereus,chrysocarpus,,S?nchez-Mej.,Olson,2899,0.36
Malpighiales,Clusiaceae,Montrouziera,sphaeroidea,,Pancher ex Planch. & Triana,Castorena,289,0.58
Malpighiales,Clusiaceae,Montrouziera,sphaeroidea,,Pancher ex Planch. & Triana,Castorena,290,0.49
Malpighiales,Clusiaceae,Montrouziera,sphaeroidea,,Pancher ex Planch. & Triana,Castorena,291,0.54
Malpighiales,Euphorbiaceae,Rockinghamia,angustifolia,,(Benth.)Airy Shaw,Rosell,1,0.52
Malpighiales,Euphorbiaceae,Rockinghamia,angustifolia,,(Benth.)Airy Shaw,Rosell,2,0.58
Malpighiales,Euphorbiaceae,Rockinghamia,angustifolia,,(Benth.)Airy Shaw,Rosell,3,0.49
Fabales,Fabaceae,Arthroclianthus,grandifolius,,Baker f.,Castorena,337,0.75
Fabales,Fabaceae,Arthroclianthus,grandifolius,,Baker f.,Castorena,338,0.71
Fabales,Fabaceae,Arthroclianthus,grandifolius,,Baker f.,Castorena,339,0.63
Malpighiales,Erythroxylaceae,Erythroxylum,revolutum,,Mart.,Olson,4769,0.77
Malpighiales,Erythroxylaceae,Erythroxylum,revolutum,,Mart.,Olson,4770,0.78
Malpighiales,Erythroxylaceae,Erythroxylum,revolutum,,Mart.,Olson,4771,0.77
Fabales,Fabaceae,Erythrophleum,chlorostachys,,(F. Muell.) Baill.,Rosell,1,0.82
Fabales,Fabaceae,Erythrophleum,chlorostachys,,(F. Muell.) Baill.,Rosell,2,0.62
Fabales,Fabaceae,Erythrophleum,chlorostachys,,(F. Muell.) Baill.,Rosell,5,0.8
Saxifragales,Tetracarpaeaceae,Tetracarpaea,tasmannica,,Hook.,Olson,2353,0.53
Saxifragales,Tetracarpaeaceae,Tetracarpaea,tasmannica,,Hook.,Olson,2354,0.69
Saxifragales,Tetracarpaeaceae,Tetracarpaea,tasmannica,,Hook.,Olson,2355,0.76
Fabales,Fabaceae,Podolobium,illicifolium,,(Andrews)Crisp & P. H. Weston,Rosell,1,0.8
Fabales,Fabaceae,Podolobium,illicifolium,,(Andrews)Crisp & P. H. Weston,Rosell,2,0.83
Fabales,Fabaceae,Podolobium,illicifolium,,(Andrews)Crisp & P. H. Weston,Rosell,3,0.81
Sapindales,Anacardiaceae,Malosma,laurina,,(Nutt.) Nutt. ex Abrams,Olson,4315,0.42
Sapindales,Anacardiaceae,Malosma,laurina,,(Nutt.) Nutt. ex Abrams,Olson,4316,0.49
Sapindales,Anacardiaceae,Malosma,laurina,,(Nutt.) Nutt. ex Abrams,Olson,4317,0.46
Dilleniales,Dilleniaceae,Dillenia,alata,,(R. Br. ex DC.) Banks ex. Martelli,Olson,1869,0.43
Dilleniales,Dilleniaceae,Dillenia,alata,,(R. Br. ex DC.) Banks ex. Martelli,Olson,1870,0.45
Dilleniales,Dilleniaceae,Dillenia,alata,,(R. Br. ex DC.) Banks ex. Martelli,Olson,1884,0.49
Asterales,Alseuosmiaceae,Crispiloba,disperma,,(S.Moore) Steenis,Olson,4283,0.61
Asterales,Alseuosmiaceae,Crispiloba,disperma,,(S.Moore) Steenis,Olson,4284,0.54
Asterales,Alseuosmiaceae,Crispiloba,disperma,,(S.Moore) Steenis,Olson,4285,0.53
Chloranthales,Chloranthaceae,Hedyosmum,mexicanum,ElTuito,C.Cordem.,Olson,5555,0.327586207
Chloranthales,Chloranthaceae,Hedyosmum,mexicanum,ElTuito,C.Cordem.,Olson,5556,0.304347826
Chloranthales,Chloranthaceae,Hedyosmum,aff_cuatrecazanum,,Occhioni,Camarero,5.1,0.43
Chloranthales,Chloranthaceae,Hedyosmum,aff_cuatrecazanum,,Occhioni,Camarero,5.2,0.37
Escalloniales,Escalloniaceae,Escallonia,rubra,,(Ruiz. et Pav.) Pers.,Fajardo,P.Er 1,0.5
Escalloniales,Escalloniaceae,Escallonia,rubra,,(Ruiz. et Pav.) Pers.,Fajardo,P.Er 2,0.43
Escalloniales,Escalloniaceae,Escallonia,rubra,,(Ruiz. et Pav.) Pers.,Fajardo,P.Er 3,0.49
Ericales,Primulaceae,Rapanea,variablis,,(R. Br.) Mez,Olson,1703,0.58
Ericales,Primulaceae,Rapanea,variablis,,(R. Br.) Mez,Olson,1704,0.48
Ericales,Primulaceae,Rapanea,variablis,,(R. Br.) Mez,Olson,1705,0.57
Ericales,Ericaceae,Kalmia,latifolia,,L. ,Olson,5094,0.56
Ericales,Ericaceae,Kalmia,latifolia,,L. ,Olson,5095,0.56
Ericales,Ericaceae,Kalmia,latifolia,,L. ,Olson,5096,0.55
Myrtales,Melastomataceae,Miconia,cf_dodsonii,,Wurdack,Camarero,15.1,0.38
Myrtales,Melastomataceae,Miconia,cf_dodsonii,,Wurdack,Camarero,15.2,0.45
Myrtales,Melastomataceae,Miconia,cf_dodsonii,,Wurdack,Camarero,15.3,0.41
Ericales,Ericaceae,Vaccinium,myrtillus,temp,L. ,Camarero,VmyTemp1,0.5
Ericales,Ericaceae,Vaccinium,myrtillus,temp,L. ,Camarero,VmyTemp2,0.5
Ericales,Ericaceae,Vaccinium,myrtillus,temp,L. ,Camarero,VmyTemp3,0.64
Rosales,Rhamnaceae,Pomaderris,ledifolia,,A.Cunn.,Olson,2214,0.69
Rosales,Rhamnaceae,Pomaderris,ledifolia,,A.Cunn.,Olson,2215,0.65
Rosales,Rhamnaceae,Pomaderris,ledifolia,,A.Cunn.,Olson,2216,0.65
Apiales,Araliaceae,Dendropanax,arboreus,,(L.) Decne. & Planch.,Olson,1354,0.33
Apiales,Araliaceae,Dendropanax,arboreus,,(L.) Decne. & Planch.,Olson,1355,0.33
Apiales,Araliaceae,Dendropanax,arboreus,,(L.) Decne. & Planch.,Olson,1356,0.36
Sapindales,Anacardiaceae,Schinopsis,brasiliensis,,Engl.,Olson,4815,0.8
Sapindales,Anacardiaceae,Schinopsis,brasiliensis,,Engl.,Olson,4816,0.8
Sapindales,Anacardiaceae,Schinopsis,brasiliensis,,Engl.,Olson,4817,0.8
Caryophyllales,Cactaceae,Pilosocereus,pachycladus,,F. Ritter,Olson,4709,0.42
Caryophyllales,Cactaceae,Pilosocereus,pachycladus,,F. Ritter,Olson,4710,0.56
Caryophyllales,Cactaceae,Pilosocereus,pachycladus,,F. Ritter,Olson,4711,0.61
Asterales,Rousseaceae,Abrophyllum,ornans,Sydney,(F.Muell.) Hook.f.,Olson,2465,0.53
Asterales,Rousseaceae,Abrophyllum,ornans,Sydney,(F.Muell.) Hook.f.,Olson,2466,0.56
Asterales,Rousseaceae,Abrophyllum,ornans,Sydney,(F.Muell.) Hook.f.,Olson,2467,0.35
Asterales,Rousseaceae,Abrophyllum,ornans,Sydney,(F.Muell.) Hook.f.,Olson,2468,0.44
Asterales,Rousseaceae,Abrophyllum,ornans,Sydney,(F.Muell.) Hook.f.,Olson,2469,0.45
Myrtales,Myrtaceae,Calytrix,exstipulata,,DC.,Olson,20632,0.68
Myrtales,Myrtaceae,Calytrix,exstipulata,,DC.,Olson,20642,0.63
Myrtales,Myrtaceae,Calytrix,exstipulata,,DC.,Olson,20652,0.71
Myrtales,Myrtaceae,Melaleuca,pancheri,,(Brongn. & Gris) Craven & J.W.Dawson,Castorena,313,0.75
Myrtales,Myrtaceae,Melaleuca,pancheri,,(Brongn. & Gris) Craven & J.W.Dawson,Castorena,314,0.75
Myrtales,Myrtaceae,Melaleuca,pancheri,,(Brongn. & Gris) Craven & J.W.Dawson,Castorena,315,0.8
Oxalidales,Cunoniaceae,Geissois,pruinosa,,Brongn. & Gris,Castorena,259,0.66
Oxalidales,Cunoniaceae,Geissois,pruinosa,,Brongn. & Gris,Castorena,260,0.6
Oxalidales,Cunoniaceae,Geissois,pruinosa,,Brongn. & Gris,Castorena,261,0.74
Caryophyllales,Tamaricaceae,Tamarix,ramosissima,,,Olson,3033,0.62
Caryophyllales,Tamaricaceae,Tamarix,ramosissima,,,Olson,3034,0.58
Caryophyllales,Tamaricaceae,Tamarix,ramosissima,,,Olson,3035,0.56
Laurales,Monimiaceae,Hedycarya,parvifolia,,G.Perkins & Schltr.,Trueba,456,0.52173913
Laurales,Monimiaceae,Hedycarya,parvifolia,,G.Perkins & Schltr.,Trueba,457,0.48
Fabales,Fabaceae,Astragalus,circumdatus,,Greene,M?ndez-Alonzo,22,0.17
Fabales,Fabaceae,Astragalus,circumdatus,,Greene,M?ndez-Alonzo,23,0.39
Fabales,Fabaceae,Astragalus,circumdatus,,Greene,M?ndez-Alonzo,24,0.27
Dilleniales,Dilleniaceae,Hibbertia,trachyphylla,,Schltr.,Trueba,324,0.52
Chloranthales,Chloranthaceae,Hedyosmum,mexicanum,LosTuxtlas,C. Cordem.,Olson,1436,0.3
Chloranthales,Chloranthaceae,Hedyosmum,mexicanum,LosTuxtlas,C. Cordem.,Olson,1437,0.46
Chloranthales,Chloranthaceae,Hedyosmum,mexicanum,LosTuxtlas,C. Cordem.,Olson,4039,0.36
Malpighiales,Euphorbiaceae,Euphorbia,californica,,Benth. ,Olson,2920,0.36
Malpighiales,Euphorbiaceae,Euphorbia,californica,,Benth. ,Olson,2957,0.37
Malpighiales,Euphorbiaceae,Euphorbia,californica,,Benth. ,Olson,2958,0.34
Rosales,Rosaceae,Prunus,fasciculata,,(Torr.) A.Gray,Olson,2635,0.69
Rosales,Rosaceae,Prunus,fasciculata,,(Torr.) A.Gray,Olson,2636,0.61
Rosales,Rosaceae,Prunus,fasciculata,,(Torr.) A.Gray,Olson,2637,0.57
Lamiales,Scrophulariaceae,Buddleja,stachyoides,,Cham. & Schltdl.,Olson,4637,0.61
Lamiales,Scrophulariaceae,Buddleja,stachyoides,,Cham. & Schltdl.,Olson,4654,0.53
Lamiales,Scrophulariaceae,Buddleja,stachyoides,,Cham. & Schltdl.,Olson,4655,0.58
Lamiales,Oleaceae,Notelaea,longifolia,,Vent.,Olson,1980,0.58
Lamiales,Oleaceae,Notelaea,longifolia,,Vent.,Olson,1981,0.6
Asterales,Asteraceae,Vernonanthura,phosphorica,,(Vell.) H.Rob.,Olson,4606,0.5
Asterales,Asteraceae,Vernonanthura,phosphorica,,(Vell.) H.Rob.,Olson,4607,0.53
Asterales,Asteraceae,Vernonanthura,phosphorica,,(Vell.) H.Rob.,Olson,4608,0.6
Fagales,Fagaceae,Quercus,peninsularis,,Trel. ,M?ndez-Alonzo,13,0.65
Fagales,Fagaceae,Quercus,peninsularis,,Trel. ,M?ndez-Alonzo,14,0.68
Fagales,Fagaceae,Quercus,peninsularis,,Trel. ,M?ndez-Alonzo,15,0.67
Rosales,Rhamnaceae,Ceanothus,cordulatus,,Kellogg,M?ndez-Alonzo,28,0.56
Rosales,Rhamnaceae,Ceanothus,cordulatus,,Kellogg,M?ndez-Alonzo,29,0.48
Rosales,Rhamnaceae,Ceanothus,cordulatus,,Kellogg,M?ndez-Alonzo,30,0.54
Myrtales,Myrtaceae,Lophostemon,lactifluus,,(F. Muell.)Peter G. Wilson & J. T. Waterh,Rosell,3,0.55
Myrtales,Myrtaceae,Lophostemon,lactifluus,,(F. Muell.)Peter G. Wilson & J. T. Waterh,Rosell,4,0.57
Myrtales,Myrtaceae,Lophostemon,lactifluus,,(F. Muell.)Peter G. Wilson & J. T. Waterh,Rosell,5,0.7
Fagales,Nothofagaceae,Nothofagus,gunnii,,(Hook. f.)Oerst.,Olson,2337,0.6
Fagales,Nothofagaceae,Nothofagus,gunnii,,(Hook. f.)Oerst.,Olson,2338,0.49
Fagales,Nothofagaceae,Nothofagus,gunnii,,(Hook. f.)Oerst.,Olson,2339,0.55
Malpighiales,Picrodendraceae,Petalostigma,quadriloculare,,F.Muell.,Olson,2056,0.87
Malpighiales,Picrodendraceae,Petalostigma,quadriloculare,,F.Muell.,Olson,2057,0.8
Malpighiales,Picrodendraceae,Petalostigma,quadriloculare,,F.Muell.,Olson,2058,0.67
Laurales,Hernandiaceae,Hernandia,cordigera,,Vieill.,Trueba,441,0.34
Rosales,Rosaceae,Heteromeles,arbutifolia,,Greene,Olson,4357,0.57
Rosales,Rosaceae,Heteromeles,arbutifolia,,Greene,Olson,4358,0.6372
Rosales,Rosaceae,Heteromeles,arbutifolia,,Greene,Olson,4359,0.61
Cucurbitales,Cucurbitaceae,Ibervillea,sonorae,,,Olson,2990,0.29
Cucurbitales,Cucurbitaceae,Ibervillea,sonorae,,,Olson,2991,0.32
Cucurbitales,Cucurbitaceae,Ibervillea,sonorae,,,Olson,3007,0.23
Fabales,Fabaceae,Acacia,spirorbis,,Labill.,Castorena,328,0.71
Fabales,Fabaceae,Acacia,spirorbis,,Labill.,Castorena,330,0.72
Ericales,Ericaceae,Gaultheria,mucronata,,(L.f.) Hook et Arn.,Fajardo,P.Gm 1,0.44
Ericales,Ericaceae,Gaultheria,mucronata,,(L.f.) Hook et Arn.,Fajardo,P.Gm 2,0.43
Ericales,Ericaceae,Gaultheria,mucronata,,(L.f.) Hook et Arn.,Fajardo,P.Gm 3,0.45
Fagales,Juglandaceae,Carya,ovata,,(Mill.) K.Koch,Olson,5076,0.53
Fagales,Juglandaceae,Carya,ovata,,(Mill.) K.Koch,Olson,5077,0.57
Fagales,Juglandaceae,Carya,ovata,,(Mill.) K.Koch,Olson,5078,0.52
Fagales,Juglandaceae,Carya,ovata,,(Mill.) K.Koch,Olson,5139,0.64
Fagales,Juglandaceae,Juglans,olanchana,,Standl. & L.O.Williams,Olson,4838,0.28
Fabales,Fabaceae,Daviesia,squarrosa,,Sm.,Rosell,1,0.73
Fabales,Fabaceae,Daviesia,squarrosa,,Sm.,Rosell,2,0.65
